,Unnamed: 0,Username,Tweet_x,Likes,Retweets,No,Tweet_y,polarity,sentiment,subjectivity,Jenis
78,474,Azhar61910,@syazwinashahrir Tak faham betul research utk future generation tu..Vaksin covid-19 pun masih diberi (sedekah + kehebatan KJ &amp; team). Apa end product Phd Malaysia setakat ni yg betul2 berjaya dibanggakan? Honest. Kereta ke.. kereta api ke.. kereta terbang ke.. Banjir boleh terus sedut ke.,0,0,474,understand research future generation vaccine covid charity greatness kj team product phd malaysia extent successful proud honest car car car car flying flood suction,0.5375,Positif,0.74375,Opini
79,476,usmanz_76,"Yg benar ajalah pak Gunawan..
Negara UAE lebih dari 85 % udah vaksin dan negaranya sangat peduli Maslah COVID-19..
Atau jangan2 ini buat nambah karantina dan PPKM menjelang lebaran tahun depan.@__Sridiana_3va @RieGucciano @panca66 @Hilmi28 https://t.co/9W8OBnOcNl",0,0,476,good uae vaccine country care covid quarantine problem ppkm eid,0.7,Positif,0.6000000000000001,Opini
80,477,farahkhairun291,"UPP Kab. Bantaeng melaksanakan giat rapat percepatan untuk vaksin covid-19 di kel. Bonto lebang kec. Bissappu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,477,upp bantaeng regency actively holding meeting accelerate acceleration covid vaccine bonto lebang bissappu socializing clean illegal levy medium personnel mask bearing logo saber extortion pemda,-0.0888888888888888,Negatif,0.6,Opini
81,483,oliveolio2985,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Bonto rita kec. Bissappu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,483,upp bantaeng regency actively carrying security assistance bonto covid vaccine rita bissappu socializing clean illegal levy medium personnel mask bearing logo regional government extortion saber,-0.0888888888888888,Negatif,0.6,Opini
82,485,KawarPanji,"@__Sridiana_3va Mbak Dokter @__Sridiana_3va , ada sedikit pertanyaan nih gara2 timnas kalah
1. Ada DATAnya Kah Jumlah Orang Gila atau Penghuni RSJ yang Meninggal Karena COVID 19
2. Sudah Berapa Banyak Orang Gila yang di VAKSIN ??
3. Kalo Penghuni RSJ di Vaksin ada yg KIPI juga kah ???",1,0,485,m doctor national team data crazy resident hospital died covid crazy vaccine resident hospital vaccine missing,-0.4666666666666666,Negatif,0.6166666666666667,Opini
83,507,antaramakassar,"Penerima vaksin COVID-19 dosis lengkap capai 112,277 juta jiwa penduduk Indonesia https://t.co/MGHkZMbPAN",0,0,507,recipient complete dose covid vaccine reach million people indonesia,0.1,Positif,0.4,Opini
84,509,beritartm,"29 Disember - Jair Bolsonaro tidak benarkan anak perempuannya terima vaksin COVID-19
https://t.co/D8ga5W3wY2

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #KeluargaMalaysia #COVID19Malaysia #lensakeluargamalaysia https://t.co/lFQla8KPAJ",3,2,509,december jair bolsonaro allowed daughter receive covid vaccine authentic rtm news,0.5,Positif,0.75,Opini
85,510,Polsek_klb_,"Rabu 29 Desember 2021
PKL  10.30 WIB s/d selesai  Bhabinkamtibmas kalurahan banjararum monitoring kegiatan vaksin covid 19 dari puskesmas Kalibawang di SDN Dekson2 untuk usia 6 s.d. 11 tahun.
Bhabinkamtibmas menghinbau kpd para siswa agar dikurangi bermain handphone ataupun game. https://t.co/smQTFb9MX8",0,0,510,wednesday december pkl primary school finish bhabinkamtibmas banjararum village monitoring covid vaccine activity kalibawang public health center elementary school dexon elementary school bhabinkamtibmas urge student play mobile game,0.0833333333333333,Positif,0.4777777777777778,Opini
86,513,PDI_Perjuangan,"Anton bersyukur PDI Perjuangan Kota Madiun bisa memvaksinasi warga Kota Madiun.
Menurutnya, vaksin adalah salah satu ikhtiar untuk menghindari resiko terburuk dari terkena covid-19.

#PDIPerjuangan
#SolidBergerak",2,0,513,anton grateful struggle city madiun vaccinate resident madiun according vaccine effort avoid worst risk getting covid,-1.0,Negatif,1.0,Opini
87,515,bangsaonline,"Bupati Jombang Hj Mundjidah Wahab melakukan takziah ke rumah siswa kelas 6 Sekolah Dasar (SD) yang dikabarkan meninggal dunia setelah disuntik Vaksin Covid-19, pada Selasa (28/12/21).

Dalam kunjungannya, Bupati Mundjidah langsung disambut oleh kedua ora… https://t.co/DwKlwaUbAd",0,0,515,regent jombang hj mundjidah wahab takziah home elementary school class student reportedly died injected covid vaccine tuesday regent mundjidah visit welcomed,0.3,Positif,0.9,Opini
88,516,Mukidi_alNgibul,"Pemulung di Lombok Tewas Beberapa Saat Usai Divaksin Covid-19, Kadinkes: Penyakit Bawaan

Saat Pandemi Abal2 berlangsung, semua yg mati apapun penyakitnya disebut karena Covid19
Skrg kalo habis di vaksin terus mati, alasannya krn penyakit bawaan🤔🤔🤔🤔🤔 https://t.co/SkQxsG4lV2",13,8,516,lombok scavenger dy vaccinated covid kadinkes congenital disease stupid pandemic died disease covid vaccine run dy congenital disease,-0.7999999999999999,Negatif,1.0,Opini
89,521,AlamINDKu,Tidak diperlu diragukan lagi keamanan dan kehalalan vaksin covid-19 #COVID19 #VaksinCovid19 #covid19indonesia https://t.co/jgRznB6OZm,0,0,521,halal safety covid vaccine doubtful,-0.8,Negatif,0.9,Opini
90,530,suarapakar,"2 Oknum Dokter di Medan Divonis Bersalah Jual Beli Vaksin Covid-19 Ilegal.

https://t.co/5nB9RQ0qVs",2,0,530,unscrupulous medan doctor found guilty buying selling illegal covid vaccine,-0.5,Negatif,0.75,Opini
91,533,Mamang_Komik,"@gsp1209 Makasih, bang 🙏
Wah mantap sudah 2x vaksin
Semoga kita selalu sehat dan terhindar dari covid-19
Aamiin 🙏",0,0,533,thank bro great x vaccine hopefully healthy avoid covid amen,0.65,Positif,0.625,Opini
92,535,ArmaZulfikar,"@Meilansyahriza Genosida sistematis..!!! Ada rumor dari 100 Vaksin covid 19 sekitar 33% Placebo alias Vaksin ""palsu"". Jadi hitung hitungannya 100 seratus yg di Vaksin 33% yg selamat.rumornya depopulasi dunia.",6,0,535,systematic genocide rumor placebo vaccine aka fake vaccine count count hundred vaccine world depopulated vaccine,-0.5,Negatif,1.0,Opini
93,541,aLy_Bima,"Bocah SD di jombang meninggal usai di vaksin covid-19, dinkes telusuri riwayat kesehatan korban?

@KomnasHAM @komnas_anak

Perlu berapa nyawa pagi baru kalian bersuara dan bergerak?
https://t.co/jhrSkb4dGN",5,2,541,jombang elementary school boy dy covid vaccine health office trace health history victim life morning making moving voice,0.1124999999999999,Positif,0.475,Opini
94,542,dee_arif,"Pandemi belum berakhir. Alhamdulillah sekarang sudah ada vaksin COVID-19 untuk anak. Sudah pada vaksin kah anaknya? Yuk bisa simak cerita lengkap mbak @april_hamsa Rabu ini tentang anaknya yang sudah di vaksin COVID-19

https://t.co/TBYSCuFpWI",1,1,542,thank god pandemic covid vaccine child vaccine let see full story m,0.35,Positif,0.55,Opini
95,552,Serucoid1,"Bocah SD di Jombang Meninggal Sehari Setelah Vaksin Covid-19, Ini Tanggapan Dinkes Hingga Bupati https://t.co/Ppf6Vnx1iF",0,0,552,jombang elementary school boy died one day covid vaccine response health office regent,0.3,Positif,0.9,Opini
96,554,MHDaily2,Penerima vaksin COVID-19 disarankan mengambil dos penggalak sekurang-kurangnya tiga bulan selepas menerima dos vaksin primer. https://t.co/0ZTqBYXx6n,0,0,554,covid vaccine recipient advised take booster dose receiving primary vaccine dose,0.4,Positif,0.5,Opini
97,559,polseksrandakan,"Personil Polsek Srandakan dipimpin Kanit Intelkam Akp Subiyantara laksanakan pengamanan kegiatan Vaksin Covid 19 Dosis 1 untuk anak Usia 6 sd 11 tahun di SD N Koripan, Rabu (29/12/2021). https://t.co/0hAvIVvIex",0,0,559,srandakan police personnel led head intelligence security akp subiyantara carried security covid vaccine activity dos elementary school koripan wednesday,0.3,Positif,0.9,Opini
98,563,Ciel_duke,"sorry sebelumnya.. mau nanya nih apakah ada diantara kalian yang punya info soal vaksin Booster untuk manula berbayar? kalo ada yang punya info, mau dong...perlu cari akses vaksin booster Covid-19 buat bokap...",1,6,563,sorry information booster vaccine senior paid need information need find access booster vaccine covid bos,-0.5,Negatif,1.0,Opini
99,576,SonoraFM92,16.20 #BeritaSONORA - Dokter Reisa: Pengguna Transportasi Umum Harus Sudah Vaksin Covid-19 Lengkap https://t.co/tMC9lcq4B3 via @tribunnews,0,0,576,doctor reisa user complete covid vaccine transportation via,0.1,Positif,0.4,Opini
100,581,YaPEIM_Official,"KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular.

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang.

Sumber - KKM

#YaPEIM https://t.co/TEXCWhvB8j",0,1,581,kkm recommends postponing travel risky country due contagious omicron variant covid vaccine booster dose effort protect loved one source kkm,0.2875,Positif,0.5875,Opini
101,584,ginabicara,"Jika terdesak untuk berpergian, pastikan udh vaksin Covid-19 lengkap/full dn jgn lupa tes antigen atau PCR swab #BeraniKetat https://t.co/Ffs3aL9AGn",0,0,584,urgent travel covid vaccine complete n't forget test pcr swab antigen,0.1,Positif,0.4,Opini
102,587,Susierna,"Menurut penelitian Dr Craig Sponsor dari RS di Manhattan, gejala yang muncul akibat Omicron tergantung pada jenis vaksin yang pernah diambil, apakah ada booster-nya atau tidak. Jika tidak pernah vaksin, gejalanya langsung berat. Memang varian supernya Covid-19 #BeraniKetat",4,1,587,research craig sponsor manhattan symptom appear due omicron depending type vaccine taken booster vaccine symptom heavy super variant covid,0.0027777777777777,Positif,0.5138888888888888,Opini
103,591,april_hamsa,"Baru tahu kalau di kabupaten Bogor belum tersedia vaksin Covid-19 utk anak usia 6-11 tahun, soalnya vaksin dewasanya blm mencapai 70%.
Untung kmrn dapat info kalau di kota Bogor bisa numpamg vaksin dgn KTP nasional

Rabu
https://t.co/e23BNfTUDX",0,0,591,bogor regency covid vaccine available age adult vaccine yet reached profit,0.25,Positif,0.35,Opini
104,594,HumasWotu,""" Ayo kita semua seluruh lapisan masyarakat untuk di Vaksin Covid-19 agar kita tidak mudah tertular dari penyebaran Virus Covid-19 agar kita semua tetap sehat. https://t.co/DVFBLB7gID",0,0,594,layer society covid vaccine easy get infected spread healthy covid virus,0.4666666666666667,Positif,0.6666666666666667,Opini
105,595,siwiragils,"meskipun kita sudah di vaksin tetap harus jaga diri dan terus menerapkan prokes karena covid-19 ini masih ngeri banget

#BeraniKetat https://t.co/wi64rwQsDL",0,0,595,vaccine take care implementing covid process really scary,-0.5,Negatif,1.0,Opini
106,605,google_foto,"#Banjir Hantam Brasil Tewaskan 20 Orang dan 358 Terluka, Vaksin Covid-19 Hancur Terendam - Okezone https://t.co/mLAFPNkdJt #gambar",0,0,605,hit brazil kill injured covid vaccine destroyed okay zone,0.5,Positif,0.5,Opini
107,608,sumberkini,".@WHO Wilayah Pasifik Barat zahirkan perhargaan kepada negara-negara yang mendermakan vaksin Covid-19 kepada negara Kemboja melalui inisiatif Covax. @faridahisa208

Berita penuh di: https://t.co/VHs5NmQjS3 https://t.co/0xXbm9O2hI",0,0,608,pacific region express national award donating covid vaccine cambodia covax initiative full news,0.35,Positif,0.55,Opini
108,610,arhdat_tanjung,"Maukah anak kita gara-gara Vaksin sejak dini sudah menderita...?
Delapan Anak Berusia 5 hingga 11 Tahun Alami Radang Jantung Setelah Divaksin Covid-19 - https://t.co/K10FPYE8dE",0,0,610,vaccine eight year old suffers heart inflammation vaccinated covid,-0.25,Negatif,0.4499999999999999,Opini
109,615,sobatsehatkita,"Pandemi belum berakhir, Covid-19 masih ada. Semua daerah memiliki potensi munculnya gelombang baru, jangan kasih kendor protokol kesehatan ya Sobat Sehat! Pakai masker, rajin cuci tangan, hindari kerumunan, hindari bepergian ke luar negeri, dan jangan lupa vaksin!",0,0,615,regional covid pandemic potential wave love loosen health protocol healthy friend wear mask wash diligently avoid crowd avoid traveling across country forget vaccine,0.3333333333333333,Positif,0.7000000000000001,Opini
110,620,Ibupedia,"Parents, vaksin untuk anak usia 6-11 tahun sudah ada nihh. Udah siapkan si kecil, belum?

Anak Ibumin masih balita nih, jadi masih harap-harap cemas sabar menanti semoga ada secercah harapan untuk perlindungan balita agar terhindar penularan virus Covid-19 😁 https://t.co/w9f2qZQixs",0,0,620,vaccine parent age mother toddler please anxious patient hopefully glimmer hope protecting toddler infected covid virus,-0.25,Negatif,1.0,Opini
111,622,mat4g13,"RT @KKMPutrajaya: KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular. 

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluar… https://t.co/eeBtp42dUY",0,0,622,kkm recommends postponing travel risky country due contagious omicron variant covid vaccine booster dose protect,-0.125,Negatif,0.375,Opini
112,628,kotajakpus,"Vaksinasi ini dilakukan dengan tujuan untuk mendorong tercapainya herd immunity pada anak-anak (peserta didik) di masa pandemi Covid-19.

Salah satu peserta vaksin, Nizam yang datang diantar dengan orang tuanya mengatakan bahwa vaksinasi ini tidak sakit, jadi jangan takut ya! https://t.co/HMitNvzIsH",2,0,628,vaccination aim encourage achievement herd immunity covid pandemic student old nizam vaccine participant vaccinating sick afraid,-0.4047619047619048,Negatif,0.6523809523809524,Opini
113,632,mnctrijaya,"Agar, Indonesia bisa mendapatkan akses vaksin Covid-19 dengan mudah.

""Pencarian pasokan vaksin mulanya menyasar para lembaga dunia, seperti Badan Kesehatan Dunia (WHO), Organisasi Pendanaan Anak PBB (UNICEF), Bank Dunia, hingga Bank Pembangunan Asia (ADB),""",0,0,632,indonesia access covid vaccine easy find vaccine supply targeting world institution world health agency funding organization unicef ​​world bank asia development bank adb,0.4333333333333333,Positif,0.8333333333333334,Opini
114,634,hypeabisid,Benarkah Vaksin Covid-19 Tidak Efektif Melawan Omicron? Simak Penjelasan Ini https://t.co/8UegqexKGK https://t.co/UHH3rGRQvG,0,0,634,covid vaccine effective omicron see explanation,0.6,Positif,0.8,Opini
115,636,13_bener,"Kita berharap setelah di vaksin, imun tubuh kita semakin meningkat.
Sehingga hal buruk terpapar virus Covid-19 bisa di minimalisir.

#pendamdiponegoro #kodimpurworejo https://t.co/5oUCyDEydN",0,0,636,hope body vaccine increase badly exposed covid virus minimize,-0.6999999999999998,Negatif,0.6666666666666666,Opini
116,642,humaspolsulteng,"AYO VAKSIN
Wujudkan masyarakat sehat dan produktif dengan vaksinasi covid-19

#UtamakanPatuhiProkes
Dukung Percepat Vaksinasi https://t.co/0UamTgBNU7",3,1,642,vaccine make people healthy productive covid vaccination support accelerated vaccination,0.5,Positif,0.5,Opini
117,644,suaradiponegoro,"Babinsa Kel. Pajang Pantau Giat Vaksin Covid 19 Untuk Usia 6 Tahun s.d 12 Tahun Keatas

https://t.co/CKDwirj2pl

#tniad
#suaradiponegoro
#bersamarakyattnikuat https://t.co/xM3NQj0oi1",1,0,644,long babinsa actively monitor covid vaccine age sd,-0.0916666666666666,Negatif,0.5,Opini
118,646,CecepMadjid,@CNNIndonesia Alhamdulillah di Indonesia Moda KA tdk seperti ini. Mdh2an Covid 19 cepat musnah agar Kehidupan Rakyat Indonesia Normal Kembali. Mari Vaksin biar Negeri kita cepat Sembuh dari Penularan Virus Covid 19 model baru 🤲🙏,0,0,646,thank god indonesia mod hope covid destroyed quickly life indonesian people normal let vaccinate country recover quickly transmission covid virus model,0.2541666666666666,Positif,0.5125,Opini
119,650,ruangtunggu,Aman dan Nyaman saat vaksin Covid-19 https://t.co/V1Hs0FeKGT,0,0,650,comfortable covid vaccine,0.4,Positif,0.8,Opini
120,654,BatamPos,"Ratusan Anak Toapaya Antusias Ikuti Vaksinasi Covid-19, Roby: Orangtua Jangan Khawatir, Vaksin Aman https://t.co/B80xqy7tCA",0,0,654,hundred people enthusiastic participating roby covid vaccination parent worried vaccine,0.6,Positif,0.9,Opini
121,672,chatnews_id,"#Hoax soal vaksin Covid-19 ada 420. Tapi penyebarannya di media sosial sangat masif, dengan Facebook lebih dari 2.000 penyebaran.

https://t.co/UwSqCjXS8g",0,0,672,covid vaccine spread massive social medium facebook spread,0.0166666666666666,Positif,0.5333333333333333,Opini
122,674,kundurnews,New post (Bupati Inhil Undi Pemenang Gebyar Pekan Vaksin Covid-19 Berhadiah 2 Unit Sepeda Motor) has been published on Kundur News - https://t.co/dJmYnvQbOO https://t.co/xPCPjU7Ycn,0,0,674,new post regent inhil raffle winner covid vaccine week prize motorbike unit published kundur news,0.1363636363636363,Positif,0.4545454545454545,Opini
123,675,mutiarafm,"KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular. 

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang. 

#LindungDiriLindungSemua https://t.co/QjQDWwhYPU",0,0,675,kkm recommends postponing travel risky country due contagious omicron variant covid vaccine booster dose effort protect loved one,0.2875,Positif,0.5875,Opini
124,677,IkhsanN75080567,"Badan Intelijen Negara Daerah Jambi Beri Semangat Nakes pada Pelaksanan Vaksin Covid-19
https://t.co/Pv91vvDq56",0,0,677,jambi regional state intelligence agency enthusiastic implementing covid vaccine,0.6,Positif,0.9,Opini
125,678,swarakonsumeni2,Kapolsek Sukra Jajaran Polres Indramayu Monitoring dan Pam Giat Gerai Vaksin Presisi COVID-19 di Wilayahnya https://t.co/6QkBWnE8ru,0,0,678,sukra police chief indrama police actively monitoring covid precision vaccine booth area,-0.1333333333333333,Negatif,0.6,Opini
126,690,BentengSumbar,"Jangan Lupa! Vaksin Dosis 3 COVID-19 Bulan Januari Tidak Gratis, Berapa Harganya? - https://t.co/ES12AEQC6r",0,0,690,forgot january covid dose vaccine free,0.4,Positif,0.8,Opini
127,714,RendySiregar90,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto daeng kec. Uluere Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,714,upp bantaeng regency active securing covid vaccine assistance bonto village daeng uluere socializing clean illegal levy medium personnel mask bearing logo saber extortion regional government,-0.0888888888888888,Negatif,0.6,Opini
128,722,JaPenWPKL,"@KKMPutrajaya menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular. 

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang. https://t.co/a6b8zeBYx9",39,25,722,recommend postponing travel risky country due contagious omicron variant covid vaccine booster dose effort protect loved one,0.2875,Positif,0.5875,Opini
129,723,Moza70945403,"Covid 19 belum selesai,kita akan menghadapi varian baru dari covid 19 yaitu omicron,jaga ke sehat,taati prokes yang ada,ingat tiga M,memakai masker,mencuci tangan dan hindari kerumunan masa dan jangan lupa vaksin....",1,0,723,covid facing variant covid omicron stay healthy obey prokes remember wear mask wash away avoid crowd forget vaccine,0.5,Positif,0.5,Opini
130,727,Kusumawati2Rini,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto bulaeng kec. Sinoa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,727,upp bantaeng regency actively implementing covid vaccine assistance assistance bonto village bulaeng sinoa socializing clean illegal levy medium personnel mask bearing logo regional government extortion saber,-0.0888888888888888,Negatif,0.6,Opini
131,737,sdmimamsyuhodo,"Selasa (28/12) telah dilaksanakan vaksin Covid-19 dosis 1 di SD Muhammadiyah Imam Syuhodo secara bertahap untuk kelas 3, 4, dan 6.

- Taqwa, Kreatif, Peduli - https://t.co/gKiGZFkYNG",4,0,737,tuesday dose covid vaccine carried sd muhammadiyah imam shodo stage creative taqwa class care,0.5,Positif,1.0,Opini
132,738,zsectumsempra,"untuk menangani pasndemi covid 19, pemerintah berupaya keras dalam penyediaan vaksin di Indonesia #SemangatBangkitkanNKRI https://t.co/tgClfEeZAM",0,0,738,dealing covid pandemic government working hard provide indonesian vaccine,-0.2916666666666667,Negatif,0.5416666666666666,Opini
133,739,_oodelia,"Tangani pandemi covid-19 Pemerintah RI berupaya keras untuk menyediakan vaksin
#SemangatBangkitkanNKRI https://t.co/Ui97LSQy6z",0,0,739,deal covid pandemic government working hard provide vaccine,-0.2916666666666667,Negatif,0.5416666666666666,Opini
134,742,GrogolPolsek,"Pandemi Covid-19 belum berakhir yaa Sobat Polri. Untuk itu, sebagai langkah menghindari penyebarannya, penting bagi kita untuk disiplin protokol kesehatan di manapun berada dan segera vaksin dosis lengkap.

#PatuhiProkesNataru
Waspada Varian Baru https://t.co/XGTtopYAlq",0,0,742,covid pandemic friend police step avoid spread health protocol discipline full dose vaccine wary variant,-0.075,Negatif,0.625,Opini
135,745,ElshintaTegal_,Penerima dosis lengkap vaksin COVID-19 capai 111.565.302 orang https://t.co/WLtq9vqt85,0,0,745,recipient complete dose covid vaccine reached,0.1,Positif,0.4,Opini
136,749,WindaFitri33,UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'bumbungang kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar,0,0,749,upp bantaeng regency active securing covid vaccine assistance pabumbungang village ere feeling socialization clean sweep illegal levy,-0.0888888888888888,Negatif,0.6,Opini
137,751,Rangga7Pangestu,"UPP Kab. Bantaeng melaksanakan giat patroli dialogis &amp; himbauan untuk vaksin covid-19 di pasar paradayya kec. Tompobulu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,751,upp bantaeng regency actively carrying dialogical patrol appeal covid vaccine paradayya tompobulu market socialization clean illegal levy medium personnel mask bearing logo saber extortion regional government,-0.0888888888888888,Negatif,0.6,Opini
138,754,lYuliaRiyantil,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'jukukang Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,754,upp bantaeng regency active securing covid vaccine assistance pajukukang village socializing clean illegal levy medium personnel mask bearing logo saber extortion pemda,-0.0888888888888888,Negatif,0.6,Opini
139,773,FaktaJombang,"Bocah SD di Jombang Meninggal Usai Vaksin Covid-19, Sempat Muntah dan Demam Tinggi https://t.co/6IMcbNnNA3",0,0,773,jombang elementary school boy dy covid vaccine vomit fever,0.3,Positif,0.9,Opini
140,783,AbdulLatif_BE,"Kemenkes Percepat Booster Vaksin COVID-19 Gegara Omicron, Sampai Mana Persiapannya?

https://t.co/UIlTu1HBGp",0,0,783,ministry health accelerates booster covid vaccine due preparation omicron,-0.125,Negatif,0.375,Opini
141,796,sur_viv4l,"Hati2 dgn informasi yg diterima, dan selalu memastikan utk mengecek kebenarannya. 

Beredar Video Berita Kompas TV terkait Vaksin Covid-19 Palsu.

Cek fakta

#PasukanSemut
🆙
@kianzanetta3
@tjhinfar
@denni_sauya
@Semut2Semut
@theT4ntryS1
@Ghurem2
@Rei_Dania
@RenaHoston178

🔃❤️ https://t.co/4RWs1jzsaV",25,13,796,careful information received check truth kompas tv news video circulating regarding fake covid vaccine check fact,-0.3,Negatif,1.0,Opini
142,811,BantaengUpp,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto tappalang kec.tompobulu Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/dSUHTxiaCp,0,0,811,upp kabbantaeng carry activity securing assistance covid vaccine bonto tappalang village kectompobulu socializing clean illegal levy,-0.0666666666666666,Negatif,0.6000000000000001,Opini
143,817,gen1031fmsby,"#InfoGenWaniPooll Kementerian Komunikasi dan Informatika (Kemenkominfo) meluncurkan jingle #MulaiDariKamu untuk terus mengingatkan masyarakat akan pentingnya penggunaan masker, vaksinasi sekaligus menangkal berita keliru terkait vaksin Covid-19.",0,0,817,ministry communication information ministry communication information launched public jingle use vaccination mask prevent false news related covid vaccine,-0.1333333333333333,Negatif,0.3555555555555555,Opini
144,829,ArabBara2,"hampir 2 thn Mr.Covid 19 mnjadi Momok yg sangat Mnakutkan bgi Rakyat, ditambah lgi Mandatory Vaksin yg brhasil Mewafatkan Ksucian Hukum, HAM dn Dmokrasi bangsa. kendaraan ini efektif mlahirkan ideologi komunis, Mengarahkn Bangsa ini Tk BerTuhan.
 ""Sinyal Positif dari Istanah."" 👇 https://t.co/IFHyTZz5eK",20,10,829,year mrcovid become frightening specter people mandatory vaccine succeeded destroying sanctity nation democratic law effective vehicle birth communist ideology directs nation god positive signal land,0.0318181818181818,Positif,0.5863636363636364,Opini
145,835,suryo45779516,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto tallasa kec.uluere Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/eapeiJvcpL,0,0,835,upp kabbantaeng carry activity securing assistance covid vaccine bonto tallasa village keculuere socializing clean illegal levy,-0.0666666666666666,Negatif,0.6000000000000001,Opini
146,848,idxcupdate,"Jatuh bangun Sri Mulyani berburu stok vaksin Covid-19, rela tayu istri Bill Gates https://t.co/EcbGqoZgwf",1,0,848,ups down sri mulyani hunt covid vaccine stock willing ta bill gate ' wife,0.0472222222222222,Positif,0.5194444444444445,Opini
147,854,BumiGemilang,"Booster Covid-19 Pfizer, Astrazeneca Boleh Diberi 3 Bulan Selepas Terima Vaksin Primer
.
  https://t.co/GQGc8XCbjf",0,0,854,booster covid pfizer astrazeneca receiving primary vaccine,0.4,Positif,0.5,Opini
148,864,dodon_jerry,"Berdasarkan SE tersebut, pelaku perjalanan darat wajib sudah divaksinasi Covid-19 &amp; menunjukkan hasil negatif tes Covid-19. Berikut aturan lengkapnya:
Setiap pelaku perjalanan wajib telah divaksin lengkap.
Hayooooo, siapa yg belum vaksin/belum lengkap vaksinnya
#KetatDemiKamu",0,0,864,based ground traveler must vaccinated covid negative result covid test complete rule traveller must fully vaccinated hayooooo vaccine yet complete,-0.0333333333333333,Negatif,0.4000000000000001,Opini
149,867,SorbanPaliid,"Para orang tua dan lansia di Kelurahan Gelam Kecamatan Cipocok Jaya semangat ikuti vaksin Covid-19 yang diadakan Pemkot Serang dan BIN Daerah Banten. Lewat vaksin, orang tua kita berharap diberikan kesehatan dan umur panjang, aaminn. https://t.co/ZdVBWeg5x1",0,0,867,elderly elderly gelam village cipocok jaya sub district enthusiastic participating covid vaccine serang bin city government held vaccine old banten province hoping healthy age amin,0.3999999999999999,Positif,0.5333333333333333,Opini
150,876,ERAdotje,"Kementerian Kesihatan Malaysia (KKM) memutuskan bahawa sela masa bagi dos penggalak vaksin COVID-19 disingkatkan kepada tiga bulan.

Vaksin primer Pfizer dan AstraZeneca (AZ), CoronaVac (Sinovac) akan ditetapkan sela masa tiga bulan.

Kredit @501Awani 

#sharERA https://t.co/wjuIc0bvaJ",11,2,876,ministry health malaysia kkm decided booster dose covid vaccine abbreviated primary vaccine pfizer astrazeneca az coronavac sinovac set credit,0.4,Positif,0.5,Opini
151,897,dimishtra,"Selain itu, bukti kukuh yang telah terkumpul sejak tiga (3) minggu lalu menunjukkan bahawa vaksin penggalak COVID-19 berkemungkinan meningkatkan perlindungan terhadap jangkitan varian Omicron.",10,7,897,strong evidence accumulated week covid booster vaccine likely increase protection omicron variant infection,0.2166666666666666,Positif,0.8666666666666667,Opini
